Variable,Date,Location,Value
New case/s (confirmed),7/13/2014,Montserrado County,0.0
Total suspected cases,7/13/2014,Montserrado County,15.0
Total probable cases,7/13/2014,Montserrado County,17.0
Total confirmed cases,7/13/2014,Montserrado County,23.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,7/13/2014,Montserrado County,0.0
Total Number of Confirmed Cases of Guinean Nationality,7/13/2014,Montserrado County,0.0
Specimens collected,7/13/2014,National,
Specimens pending for testing,7/13/2014,National,
Total specimens tested,7/13/2014,National,
Newly reported deaths,7/13/2014,National,3.0
Total death/s in confirmed cases,7/13/2014,National,42.0
Total death/s in probable cases,7/13/2014,National,31.0
Total death/s in suspected cases,7/13/2014,National,21.0
"Total death/s in confirmed, probable, suspected cases",7/13/2014,National,94.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,7/13/2014,National,70.9
Newly reported contacts,7/13/2014,National,0.0
Total contacts listed,7/13/2014,National,398.0
Currently under follow-up,7/13/2014,National,363.0
Contacts seen,7/13/2014,National,364.0
Contacts who completed 21 day follow-up,7/13/2014,National,12.0
Contacts lost to follow-up,7/13/2014,National,0.0
New admissions,7/13/2014,National,4.0
Total no. currently in Treatment Units,7/13/2014,National,20.0
Total discharges,7/13/2014,National,2.0
Cumulative admission/isolation,7/13/2014,National,20.0
Newly Reported Cases in HCW,7/13/2014,National,0.0
Cumulative cases among HCW,7/13/2014,National,11.0
Newly Reported deaths in HCW,7/13/2014,National,0.0
Cumulative deaths among HCW,7/13/2014,National,9.0
New Case/s (Suspected),7/13/2014,National,0.0
New Case/s (Probable),7/13/2014,National,5.0
New case/s (confirmed),7/13/2014,National,0.0
Total suspected cases,7/13/2014,National,61.0
Total probable cases,7/13/2014,National,39.0
Total confirmed cases,7/13/2014,National,64.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,7/13/2014,National,4.0
Total Number of Confirmed Cases of Guinean Nationality,7/13/2014,National,0.0
Specimens collected,7/13/2014,Nimba County,
Specimens pending for testing,7/13/2014,Nimba County,
Total specimens tested,7/13/2014,Nimba County,
Newly reported deaths,7/13/2014,Nimba County,0.0
Total death/s in confirmed cases,7/13/2014,Nimba County,0.0
Total death/s in probable cases,7/13/2014,Nimba County,0.0
Total death/s in suspected cases,7/13/2014,Nimba County,0.0
"Total death/s in confirmed, probable, suspected cases",7/13/2014,Nimba County,0.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,7/13/2014,Nimba County,0.0
Newly reported contacts,7/13/2014,Nimba County,0.0
Total contacts listed,7/13/2014,Nimba County,0.0
Currently under follow-up,7/13/2014,Nimba County,0.0
Contacts seen,7/13/2014,Nimba County,0.0
Contacts who completed 21 day follow-up,7/13/2014,Nimba County,0.0
Contacts lost to follow-up,7/13/2014,Nimba County,0.0
New admissions,7/13/2014,Nimba County,0.0
Total no. currently in Treatment Units,7/13/2014,Nimba County,0.0
Total discharges,7/13/2014,Nimba County,0.0
Cumulative admission/isolation,7/13/2014,Nimba County,0.0
Newly Reported Cases in HCW,7/13/2014,Nimba County,0.0
Cumulative cases among HCW,7/13/2014,Nimba County,0.0
Newly Reported deaths in HCW,7/13/2014,Nimba County,0.0
Cumulative deaths among HCW,7/13/2014,Nimba County,0.0
New Case/s (Suspected),7/13/2014,Nimba County,0.0
New Case/s (Probable),7/13/2014,Nimba County,0.0
New case/s (confirmed),7/13/2014,Nimba County,0.0
Total suspected cases,7/13/2014,Nimba County,1.0
Total probable cases,7/13/2014,Nimba County,0.0
Total confirmed cases,7/13/2014,Nimba County,0.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,7/13/2014,Nimba County,0.0
Total Number of Confirmed Cases of Guinean Nationality,7/13/2014,Nimba County,0.0
Specimens collected,7/13/2014,River Gee County,
Specimens pending for testing,7/13/2014,River Gee County,
Total specimens tested,7/13/2014,River Gee County,
Newly reported deaths,7/13/2014,River Gee County,0.0
Total death/s in confirmed cases,7/13/2014,River Gee County,0.0
Total death/s in probable cases,7/13/2014,River Gee County,0.0
Total death/s in suspected cases,7/13/2014,River Gee County,0.0
"Total death/s in confirmed, probable, suspected cases",7/13/2014,River Gee County,0.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,7/13/2014,River Gee County,0.0
Newly reported contacts,7/13/2014,River Gee County,0.0
Total contacts listed,7/13/2014,River Gee County,0.0
Currently under follow-up,7/13/2014,River Gee County,0.0
Contacts seen,7/13/2014,River Gee County,0.0
Contacts who completed 21 day follow-up,7/13/2014,River Gee County,0.0
Contacts lost to follow-up,7/13/2014,River Gee County,0.0
New admissions,7/13/2014,River Gee County,0.0
Total no. currently in Treatment Units,7/13/2014,River Gee County,0.0
Total discharges,7/13/2014,River Gee County,0.0
Cumulative admission/isolation,7/13/2014,River Gee County,0.0
Newly Reported Cases in HCW,7/13/2014,River Gee County,0.0
Cumulative cases among HCW,7/13/2014,River Gee County,0.0
Newly Reported deaths in HCW,7/13/2014,River Gee County,0.0
Cumulative deaths among HCW,7/13/2014,River Gee County,0.0
New Case/s (Suspected),7/13/2014,River Gee County,0.0
New Case/s (Probable),7/13/2014,River Gee County,0.0
New case/s (confirmed),7/13/2014,River Gee County,0.0
Total suspected cases,7/13/2014,River Gee County,0.0
Total probable cases,7/13/2014,River Gee County,0.0
Total confirmed cases,7/13/2014,River Gee County,0.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,7/13/2014,River Gee County,0.0
Total Number of Confirmed Cases of Guinean Nationality,7/13/2014,River Gee County,0.0
Specimens collected,7/13/2014,RiverCess County,
Specimens pending for testing,7/13/2014,RiverCess County,
Total specimens tested,7/13/2014,RiverCess County,
Newly reported deaths,7/13/2014,RiverCess County,0.0
Total death/s in confirmed cases,7/13/2014,RiverCess County,0.0
Total death/s in probable cases,7/13/2014,RiverCess County,0.0
Total death/s in suspected cases,7/13/2014,RiverCess County,0.0
"Total death/s in confirmed, probable, suspected cases",7/13/2014,RiverCess County,0.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,7/13/2014,RiverCess County,0.0
Newly reported contacts,7/13/2014,RiverCess County,0.0
Total contacts listed,7/13/2014,RiverCess County,0.0
Currently under follow-up,7/13/2014,RiverCess County,0.0
Contacts seen,7/13/2014,RiverCess County,0.0
Contacts who completed 21 day follow-up,7/13/2014,RiverCess County,0.0
Contacts lost to follow-up,7/13/2014,RiverCess County,0.0
New admissions,7/13/2014,RiverCess County,0.0
Total no. currently in Treatment Units,7/13/2014,RiverCess County,0.0
Total discharges,7/13/2014,RiverCess County,0.0
Cumulative admission/isolation,7/13/2014,RiverCess County,0.0
Newly Reported Cases in HCW,7/13/2014,RiverCess County,0.0
Cumulative cases among HCW,7/13/2014,RiverCess County,0.0
Newly Reported deaths in HCW,7/13/2014,RiverCess County,0.0
Cumulative deaths among HCW,7/13/2014,RiverCess County,0.0
New Case/s (Suspected),7/13/2014,RiverCess County,0.0
New Case/s (Probable),7/13/2014,RiverCess County,0.0
New case/s (confirmed),7/13/2014,RiverCess County,0.0
Total suspected cases,7/13/2014,RiverCess County,0.0
Total probable cases,7/13/2014,RiverCess County,0.0
Total confirmed cases,7/13/2014,RiverCess County,0.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,7/13/2014,RiverCess County,0.0
Total Number of Confirmed Cases of Guinean Nationality,7/13/2014,RiverCess County,0.0
Specimens collected,7/13/2014,Sinoe County,
Specimens pending for testing,7/13/2014,Sinoe County,
Total specimens tested,7/13/2014,Sinoe County,
Newly reported deaths,7/13/2014,Sinoe County,0.0
Total death/s in confirmed cases,7/13/2014,Sinoe County,0.0
Total death/s in probable cases,7/13/2014,Sinoe County,0.0
Total death/s in suspected cases,7/13/2014,Sinoe County,0.0
"Total death/s in confirmed, probable, suspected cases",7/13/2014,Sinoe County,0.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,7/13/2014,Sinoe County,0.0
Newly reported contacts,7/13/2014,Sinoe County,0.0
Total contacts listed,7/13/2014,Sinoe County,0.0
Currently under follow-up,7/13/2014,Sinoe County,0.0
Contacts seen,7/13/2014,Sinoe County,0.0
Contacts who completed 21 day follow-up,7/13/2014,Sinoe County,0.0
Contacts lost to follow-up,7/13/2014,Sinoe County,0.0
New admissions,7/13/2014,Sinoe County,0.0
Total no. currently in Treatment Units,7/13/2014,Sinoe County,0.0
Total discharges,7/13/2014,Sinoe County,0.0
Cumulative admission/isolation,7/13/2014,Sinoe County,0.0
Newly Reported Cases in HCW,7/13/2014,Sinoe County,0.0
Cumulative cases among HCW,7/13/2014,Sinoe County,0.0
Newly Reported deaths in HCW,7/13/2014,Sinoe County,0.0
Cumulative deaths among HCW,7/13/2014,Sinoe County,0.0
New Case/s (Suspected),7/13/2014,Sinoe County,0.0
New Case/s (Probable),7/13/2014,Sinoe County,0.0
New case/s (confirmed),7/13/2014,Sinoe County,0.0
Total suspected cases,7/13/2014,Sinoe County,0.0
Total probable cases,7/13/2014,Sinoe County,0.0
Total confirmed cases,7/13/2014,Sinoe County,0.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,7/13/2014,Sinoe County,0.0
Total Number of Confirmed Cases of Guinean Nationality,7/13/2014,Sinoe County,0.0
Specimens collected,7/13/2014,Unnamed: 3,
Specimens pending for testing,7/13/2014,Unnamed: 3,
Total specimens tested,7/13/2014,Unnamed: 3,
Newly reported deaths,7/13/2014,Unnamed: 3,
Total death/s in confirmed cases,7/13/2014,Unnamed: 3,
Total death/s in probable cases,7/13/2014,Unnamed: 3,
Total death/s in suspected cases,7/13/2014,Unnamed: 3,
"Total death/s in confirmed, probable, suspected cases",7/13/2014,Unnamed: 3,
Case Fatality Rate (CFR) - Confirmed & Probable Cases,7/13/2014,Unnamed: 3,
Newly reported contacts,7/13/2014,Unnamed: 3,
Total contacts listed,7/13/2014,Unnamed: 3,
Currently under follow-up,7/13/2014,Unnamed: 3,
Contacts seen,7/13/2014,Unnamed: 3,
Contacts who completed 21 day follow-up,7/13/2014,Unnamed: 3,
Contacts lost to follow-up,7/13/2014,Unnamed: 3,
New admissions,7/13/2014,Unnamed: 3,
Total no. currently in Treatment Units,7/13/2014,Unnamed: 3,
Total discharges,7/13/2014,Unnamed: 3,
Cumulative admission/isolation,7/13/2014,Unnamed: 3,
Newly Reported Cases in HCW,7/13/2014,Unnamed: 3,
Cumulative cases among HCW,7/13/2014,Unnamed: 3,
Newly Reported deaths in HCW,7/13/2014,Unnamed: 3,
Cumulative deaths among HCW,7/13/2014,Unnamed: 3,
New Case/s (Suspected),7/13/2014,Unnamed: 3,
New Case/s (Probable),7/13/2014,Unnamed: 3,
New case/s (confirmed),7/13/2014,Unnamed: 3,
Total suspected cases,7/13/2014,Unnamed: 3,
Total probable cases,7/13/2014,Unnamed: 3,
Total confirmed cases,7/13/2014,Unnamed: 3,
Total Number of Confirmed Cases of Sierra Leonean Nationality,7/13/2014,Unnamed: 3,
Total Number of Confirmed Cases of Guinean Nationality,7/13/2014,Unnamed: 3,
Specimens collected,7/17/2014,Bomi County,0.0
Specimens pending for testing,7/17/2014,Bomi County,0.0
Total specimens tested,7/17/2014,Bomi County,0.0
Newly reported deaths,7/17/2014,Bomi County,0.0
Total death/s in confirmed cases,7/17/2014,Bomi County,1.0
Total death/s in probable cases,7/17/2014,Bomi County,1.0
Total death/s in suspected cases,7/17/2014,Bomi County,0.0
"Total death/s in confirmed, probable, suspected cases",7/17/2014,Bomi County,2.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,7/17/2014,Bomi County,100.0
Newly reported contacts,7/17/2014,Bomi County,
Total contacts listed,7/17/2014,Bomi County,
Currently under follow-up,7/17/2014,Bomi County,
Contacts seen,7/17/2014,Bomi County,
Contacts who completed 21 day follow-up,7/17/2014,Bomi County,
Contacts lost to follow-up,7/17/2014,Bomi County,
New admissions,7/17/2014,Bomi County,0.0
Total no. currently in Treatment Units,7/17/2014,Bomi County,0.0
Total discharges,7/17/2014,Bomi County,0.0
Cumulative admission/isolation,7/17/2014,Bomi County,0.0
Newly Reported Cases in HCW,7/17/2014,Bomi County,0.0
Cumulative cases among HCW,7/17/2014,Bomi County,0.0
Newly Reported deaths in HCW,7/17/2014,Bomi County,0.0
Cumulative deaths among HCW,7/17/2014,Bomi County,0.0
New Case/s (Suspected),7/17/2014,Bomi County,0.0
New Case/s (Probable),7/17/2014,Bomi County,0.0
New case/s (confirmed),7/17/2014,Bomi County,0.0
Total suspected cases,7/17/2014,Bomi County,0.0
Total probable cases,7/17/2014,Bomi County,1.0
Total confirmed cases,7/17/2014,Bomi County,1.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,7/17/2014,Bomi County,0.0
Total Number of Confirmed Cases of Guinean Nationality,7/17/2014,Bomi County,0.0
Specimens collected,7/17/2014,Bong County,0.0
Specimens pending for testing,7/17/2014,Bong County,0.0
Total specimens tested,7/17/2014,Bong County,0.0
Newly reported deaths,7/17/2014,Bong County,0.0
Total death/s in confirmed cases,7/17/2014,Bong County,0.0
Total death/s in probable cases,7/17/2014,Bong County,0.0
Total death/s in suspected cases,7/17/2014,Bong County,0.0
"Total death/s in confirmed, probable, suspected cases",7/17/2014,Bong County,0.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,7/17/2014,Bong County,0.0
Newly reported contacts,7/17/2014,Bong County,
Total contacts listed,7/17/2014,Bong County,
Currently under follow-up,7/17/2014,Bong County,
Contacts seen,7/17/2014,Bong County,
Contacts who completed 21 day follow-up,7/17/2014,Bong County,
Contacts lost to follow-up,7/17/2014,Bong County,
New admissions,7/17/2014,Bong County,0.0
Total no. currently in Treatment Units,7/17/2014,Bong County,0.0
Total discharges,7/17/2014,Bong County,0.0
Cumulative admission/isolation,7/17/2014,Bong County,0.0
Newly Reported Cases in HCW,7/17/2014,Bong County,0.0
Cumulative cases among HCW,7/17/2014,Bong County,4.0
Newly Reported deaths in HCW,7/17/2014,Bong County,0.0
Cumulative deaths among HCW,7/17/2014,Bong County,0.0
New Case/s (Suspected),7/17/2014,Bong County,0.0
New Case/s (Probable),7/17/2014,Bong County,0.0
New case/s (confirmed),7/17/2014,Bong County,0.0
Total suspected cases,7/17/2014,Bong County,0.0
Total probable cases,7/17/2014,Bong County,0.0
Total confirmed cases,7/17/2014,Bong County,4.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,7/17/2014,Bong County,0.0
Total Number of Confirmed Cases of Guinean Nationality,7/17/2014,Bong County,0.0
Specimens collected,7/17/2014,Gbarpolu County,
Specimens pending for testing,7/17/2014,Gbarpolu County,
Total specimens tested,7/17/2014,Gbarpolu County,
Newly reported deaths,7/17/2014,Gbarpolu County,
Total death/s in confirmed cases,7/17/2014,Gbarpolu County,
Total death/s in probable cases,7/17/2014,Gbarpolu County,
Total death/s in suspected cases,7/17/2014,Gbarpolu County,
"Total death/s in confirmed, probable, suspected cases",7/17/2014,Gbarpolu County,
Case Fatality Rate (CFR) - Confirmed & Probable Cases,7/17/2014,Gbarpolu County,
Newly reported contacts,7/17/2014,Gbarpolu County,
Total contacts listed,7/17/2014,Gbarpolu County,
Currently under follow-up,7/17/2014,Gbarpolu County,
Contacts seen,7/17/2014,Gbarpolu County,
Contacts who completed 21 day follow-up,7/17/2014,Gbarpolu County,
Contacts lost to follow-up,7/17/2014,Gbarpolu County,
New admissions,7/17/2014,Gbarpolu County,
Total no. currently in Treatment Units,7/17/2014,Gbarpolu County,
Total discharges,7/17/2014,Gbarpolu County,
Cumulative admission/isolation,7/17/2014,Gbarpolu County,
Newly Reported Cases in HCW,7/17/2014,Gbarpolu County,
Cumulative cases among HCW,7/17/2014,Gbarpolu County,
Newly Reported deaths in HCW,7/17/2014,Gbarpolu County,
Cumulative deaths among HCW,7/17/2014,Gbarpolu County,
New Case/s (Suspected),7/17/2014,Gbarpolu County,
New Case/s (Probable),7/17/2014,Gbarpolu County,
New case/s (confirmed),7/17/2014,Gbarpolu County,
Total suspected cases,7/17/2014,Gbarpolu County,
Total probable cases,7/17/2014,Gbarpolu County,
Total confirmed cases,7/17/2014,Gbarpolu County,
Total Number of Confirmed Cases of Sierra Leonean Nationality,7/17/2014,Gbarpolu County,
Total Number of Confirmed Cases of Guinean Nationality,7/17/2014,Gbarpolu County,
Specimens collected,7/17/2014,Grand Bassa,
Specimens pending for testing,7/17/2014,Grand Bassa,
Total specimens tested,7/17/2014,Grand Bassa,
Newly reported deaths,7/17/2014,Grand Bassa,
Total death/s in confirmed cases,7/17/2014,Grand Bassa,
Total death/s in probable cases,7/17/2014,Grand Bassa,
Total death/s in suspected cases,7/17/2014,Grand Bassa,
"Total death/s in confirmed, probable, suspected cases",7/17/2014,Grand Bassa,
Case Fatality Rate (CFR) - Confirmed & Probable Cases,7/17/2014,Grand Bassa,
Newly reported contacts,7/17/2014,Grand Bassa,
Total contacts listed,7/17/2014,Grand Bassa,
Currently under follow-up,7/17/2014,Grand Bassa,
Contacts seen,7/17/2014,Grand Bassa,
Contacts who completed 21 day follow-up,7/17/2014,Grand Bassa,
Contacts lost to follow-up,7/17/2014,Grand Bassa,
New admissions,7/17/2014,Grand Bassa,
Total no. currently in Treatment Units,7/17/2014,Grand Bassa,
Total discharges,7/17/2014,Grand Bassa,
Cumulative admission/isolation,7/17/2014,Grand Bassa,
Newly Reported Cases in HCW,7/17/2014,Grand Bassa,
Cumulative cases among HCW,7/17/2014,Grand Bassa,
Newly Reported deaths in HCW,7/17/2014,Grand Bassa,
Cumulative deaths among HCW,7/17/2014,Grand Bassa,
New Case/s (Suspected),7/17/2014,Grand Bassa,
New Case/s (Probable),7/17/2014,Grand Bassa,
New case/s (confirmed),7/17/2014,Grand Bassa,
Total suspected cases,7/17/2014,Grand Bassa,
Total probable cases,7/17/2014,Grand Bassa,
Total confirmed cases,7/17/2014,Grand Bassa,
Total Number of Confirmed Cases of Sierra Leonean Nationality,7/17/2014,Grand Bassa,
Total Number of Confirmed Cases of Guinean Nationality,7/17/2014,Grand Bassa,
Specimens collected,7/17/2014,Grand Cape Mount,
Specimens pending for testing,7/17/2014,Grand Cape Mount,
Total specimens tested,7/17/2014,Grand Cape Mount,
