,Variable,Date,Location,Value
8083,"Total death/s in confirmed, probable, suspected cases",8/20/14,Grand Cape Mount,7.0
8084,Case Fatality Rate (CFR) - Confirmed & Probable Cases,8/20/14,Grand Cape Mount,
8085,Newly reported contacts,8/20/14,Grand Cape Mount,
8086,Total contacts listed,8/20/14,Grand Cape Mount,31.0
8087,Currently under follow-up,8/20/14,Grand Cape Mount,27.0
8088,Contacts seen,8/20/14,Grand Cape Mount,27.0
8089,Contacts who completed 21 day follow-up,8/20/14,Grand Cape Mount,
8090,Contacts lost to follow-up,8/20/14,Grand Cape Mount,
8091,New admissions,8/20/14,Grand Cape Mount,
8092,Total no. currently in Treatment Units,8/20/14,Grand Cape Mount,
8093,Total discharges,8/20/14,Grand Cape Mount,
8094,Cumulative admission/isolation,8/20/14,Grand Cape Mount,
8095,Newly Reported Cases in HCW,8/20/14,Grand Cape Mount,
8096,Cumulative cases among HCW,8/20/14,Grand Cape Mount,3.0
8097,Newly Reported deaths in HCW,8/20/14,Grand Cape Mount,
8098,Cumulative deaths among HCW,8/20/14,Grand Cape Mount,
8099,New Case/s (Suspected),8/20/14,Grand Cape Mount,
8100,New Case/s (Probable),8/20/14,Grand Cape Mount,
8101,New case/s (confirmed),8/20/14,Grand Cape Mount,
8102,Total suspected cases,8/20/14,Grand Cape Mount,1.0
8103,Total probable cases,8/20/14,Grand Cape Mount,3.0
8104,Total confirmed cases,8/20/14,Grand Cape Mount,4.0
8105,Total Number of Confirmed Cases of Sierra Leonean Nationality,8/20/14,Grand Cape Mount,2.0
8106,Total Number of Confirmed Cases of Guinean Nationality,8/20/14,Grand Cape Mount,
9909,Specimens collected,8/20/14,Grand Gedeh,
9910,Specimens pending for testing,8/20/14,Grand Gedeh,
9911,Total specimens tested,8/20/14,Grand Gedeh,
9912,Newly reported deaths,8/20/14,Grand Gedeh,
9913,Total death/s in confirmed cases,8/20/14,Grand Gedeh,
9914,Total death/s in probable cases,8/20/14,Grand Gedeh,
9915,Total death/s in suspected cases,8/20/14,Grand Gedeh,1.0
9916,"Total death/s in confirmed, probable, suspected cases",8/20/14,Grand Gedeh,1.0
9917,Case Fatality Rate (CFR) - Confirmed & Probable Cases,8/20/14,Grand Gedeh,
9918,Newly reported contacts,8/20/14,Grand Gedeh,
9919,Total contacts listed,8/20/14,Grand Gedeh,
9920,Currently under follow-up,8/20/14,Grand Gedeh,
9921,Contacts seen,8/20/14,Grand Gedeh,
9922,Contacts who completed 21 day follow-up,8/20/14,Grand Gedeh,
9923,Contacts lost to follow-up,8/20/14,Grand Gedeh,
9924,New admissions,8/20/14,Grand Gedeh,
9925,Total no. currently in Treatment Units,8/20/14,Grand Gedeh,
9926,Total discharges,8/20/14,Grand Gedeh,
9927,Cumulative admission/isolation,8/20/14,Grand Gedeh,
9928,Newly Reported Cases in HCW,8/20/14,Grand Gedeh,
9929,Cumulative cases among HCW,8/20/14,Grand Gedeh,
9930,Newly Reported deaths in HCW,8/20/14,Grand Gedeh,
9931,Cumulative deaths among HCW,8/20/14,Grand Gedeh,
9932,New Case/s (Suspected),8/20/14,Grand Gedeh,
9933,New Case/s (Probable),8/20/14,Grand Gedeh,
9934,New case/s (confirmed),8/20/14,Grand Gedeh,
9935,Total suspected cases,8/20/14,Grand Gedeh,1.0
9936,Total probable cases,8/20/14,Grand Gedeh,
9937,Total confirmed cases,8/20/14,Grand Gedeh,
9938,Total Number of Confirmed Cases of Sierra Leonean Nationality,8/20/14,Grand Gedeh,
9939,Total Number of Confirmed Cases of Guinean Nationality,8/20/14,Grand Gedeh,
11742,Specimens collected,8/20/14,Grand Kru,
11743,Specimens pending for testing,8/20/14,Grand Kru,
11744,Total specimens tested,8/20/14,Grand Kru,
11745,Newly reported deaths,8/20/14,Grand Kru,
11746,Total death/s in confirmed cases,8/20/14,Grand Kru,
11747,Total death/s in probable cases,8/20/14,Grand Kru,
11748,Total death/s in suspected cases,8/20/14,Grand Kru,
11749,"Total death/s in confirmed, probable, suspected cases",8/20/14,Grand Kru,
11750,Case Fatality Rate (CFR) - Confirmed & Probable Cases,8/20/14,Grand Kru,
11751,Newly reported contacts,8/20/14,Grand Kru,
11752,Total contacts listed,8/20/14,Grand Kru,
11753,Currently under follow-up,8/20/14,Grand Kru,
11754,Contacts seen,8/20/14,Grand Kru,
11755,Contacts who completed 21 day follow-up,8/20/14,Grand Kru,
11756,Contacts lost to follow-up,8/20/14,Grand Kru,
11757,New admissions,8/20/14,Grand Kru,
11758,Total no. currently in Treatment Units,8/20/14,Grand Kru,
11759,Total discharges,8/20/14,Grand Kru,
11760,Cumulative admission/isolation,8/20/14,Grand Kru,
11761,Newly Reported Cases in HCW,8/20/14,Grand Kru,
11762,Cumulative cases among HCW,8/20/14,Grand Kru,
11763,Newly Reported deaths in HCW,8/20/14,Grand Kru,
11764,Cumulative deaths among HCW,8/20/14,Grand Kru,
11765,New Case/s (Suspected),8/20/14,Grand Kru,
11766,New Case/s (Probable),8/20/14,Grand Kru,
11767,New case/s (confirmed),8/20/14,Grand Kru,
11768,Total suspected cases,8/20/14,Grand Kru,
11769,Total probable cases,8/20/14,Grand Kru,
11770,Total confirmed cases,8/20/14,Grand Kru,
11771,Total Number of Confirmed Cases of Sierra Leonean Nationality,8/20/14,Grand Kru,
11772,Total Number of Confirmed Cases of Guinean Nationality,8/20/14,Grand Kru,
13575,Specimens collected,8/20/14,Lofa County,38.0
13576,Specimens pending for testing,8/20/14,Lofa County,38.0
13577,Total specimens tested,8/20/14,Lofa County,19.0
13578,Newly reported deaths,8/20/14,Lofa County,7.0
13579,Total death/s in confirmed cases,8/20/14,Lofa County,101.0
13580,Total death/s in probable cases,8/20/14,Lofa County,100.0
13581,Total death/s in suspected cases,8/20/14,Lofa County,34.0
13582,"Total death/s in confirmed, probable, suspected cases",8/20/14,Lofa County,235.0
13583,Case Fatality Rate (CFR) - Confirmed & Probable Cases,8/20/14,Lofa County,
13584,Newly reported contacts,8/20/14,Lofa County,31.0
13585,Total contacts listed,8/20/14,Lofa County,552.0
13586,Currently under follow-up,8/20/14,Lofa County,415.0
13587,Contacts seen,8/20/14,Lofa County,415.0
13588,Contacts who completed 21 day follow-up,8/20/14,Lofa County,43.0
13589,Contacts lost to follow-up,8/20/14,Lofa County,
13590,New admissions,8/20/14,Lofa County,15.0
13591,Total no. currently in Treatment Units,8/20/14,Lofa County,82.0
13592,Total discharges,8/20/14,Lofa County,7.0
13593,Cumulative admission/isolation,8/20/14,Lofa County,82.0
13594,Newly Reported Cases in HCW,8/20/14,Lofa County,
13595,Cumulative cases among HCW,8/20/14,Lofa County,17.0
13596,Newly Reported deaths in HCW,8/20/14,Lofa County,2.0
13597,Cumulative deaths among HCW,8/20/14,Lofa County,15.0
13598,New Case/s (Suspected),8/20/14,Lofa County,1.0
13599,New Case/s (Probable),8/20/14,Lofa County,14.0
13600,New case/s (confirmed),8/20/14,Lofa County,18.0
13601,Total suspected cases,8/20/14,Lofa County,62.0
13602,Total probable cases,8/20/14,Lofa County,260.0
13603,Total confirmed cases,8/20/14,Lofa County,144.0
13604,Total Number of Confirmed Cases of Sierra Leonean Nationality,8/20/14,Lofa County,11.0
13605,Total Number of Confirmed Cases of Guinean Nationality,8/20/14,Lofa County,
15408,Specimens collected,8/20/14,Margibi County,
15409,Specimens pending for testing,8/20/14,Margibi County,4.0
15410,Total specimens tested,8/20/14,Margibi County,
15411,Newly reported deaths,8/20/14,Margibi County,3.0
15412,Total death/s in confirmed cases,8/20/14,Margibi County,23.0
15413,Total death/s in probable cases,8/20/14,Margibi County,26.0
15414,Total death/s in suspected cases,8/20/14,Margibi County,19.0
15415,"Total death/s in confirmed, probable, suspected cases",8/20/14,Margibi County,68.0
15416,Case Fatality Rate (CFR) - Confirmed & Probable Cases,8/20/14,Margibi County,
15417,Newly reported contacts,8/20/14,Margibi County,31.0
15418,Total contacts listed,8/20/14,Margibi County,137.0
15419,Currently under follow-up,8/20/14,Margibi County,114.0
15420,Contacts seen,8/20/14,Margibi County,114.0
15421,Contacts who completed 21 day follow-up,8/20/14,Margibi County,
15422,Contacts lost to follow-up,8/20/14,Margibi County,
15423,New admissions,8/20/14,Margibi County,
15424,Total no. currently in Treatment Units,8/20/14,Margibi County,
15425,Total discharges,8/20/14,Margibi County,
15426,Cumulative admission/isolation,8/20/14,Margibi County,
15427,Newly Reported Cases in HCW,8/20/14,Margibi County,
15428,Cumulative cases among HCW,8/20/14,Margibi County,23.0
15429,Newly Reported deaths in HCW,8/20/14,Margibi County,
15430,Cumulative deaths among HCW,8/20/14,Margibi County,16.0
15431,New Case/s (Suspected),8/20/14,Margibi County,3.0
15432,New Case/s (Probable),8/20/14,Margibi County,4.0
15433,New case/s (confirmed),8/20/14,Margibi County,
15434,Total suspected cases,8/20/14,Margibi County,27.0
15435,Total probable cases,8/20/14,Margibi County,32.0
15436,Total confirmed cases,8/20/14,Margibi County,27.0
15437,Total Number of Confirmed Cases of Sierra Leonean Nationality,8/20/14,Margibi County,
15438,Total Number of Confirmed Cases of Guinean Nationality,8/20/14,Margibi County,
17241,Specimens collected,8/20/14,Maryland County,
17242,Specimens pending for testing,8/20/14,Maryland County,
17243,Total specimens tested,8/20/14,Maryland County,
17244,Newly reported deaths,8/20/14,Maryland County,
17245,Total death/s in confirmed cases,8/20/14,Maryland County,
17246,Total death/s in probable cases,8/20/14,Maryland County,
17247,Total death/s in suspected cases,8/20/14,Maryland County,
17248,"Total death/s in confirmed, probable, suspected cases",8/20/14,Maryland County,
17249,Case Fatality Rate (CFR) - Confirmed & Probable Cases,8/20/14,Maryland County,
17250,Newly reported contacts,8/20/14,Maryland County,
17251,Total contacts listed,8/20/14,Maryland County,
17252,Currently under follow-up,8/20/14,Maryland County,
17253,Contacts seen,8/20/14,Maryland County,
17254,Contacts who completed 21 day follow-up,8/20/14,Maryland County,
17255,Contacts lost to follow-up,8/20/14,Maryland County,
17256,New admissions,8/20/14,Maryland County,
17257,Total no. currently in Treatment Units,8/20/14,Maryland County,
17258,Total discharges,8/20/14,Maryland County,
17259,Cumulative admission/isolation,8/20/14,Maryland County,
17260,Newly Reported Cases in HCW,8/20/14,Maryland County,
17261,Cumulative cases among HCW,8/20/14,Maryland County,
17262,Newly Reported deaths in HCW,8/20/14,Maryland County,
17263,Cumulative deaths among HCW,8/20/14,Maryland County,
17264,New Case/s (Suspected),8/20/14,Maryland County,
17265,New Case/s (Probable),8/20/14,Maryland County,
17266,New case/s (confirmed),8/20/14,Maryland County,
17267,Total suspected cases,8/20/14,Maryland County,
17268,Total probable cases,8/20/14,Maryland County,
17269,Total confirmed cases,8/20/14,Maryland County,
17270,Total Number of Confirmed Cases of Sierra Leonean Nationality,8/20/14,Maryland County,
17271,Total Number of Confirmed Cases of Guinean Nationality,8/20/14,Maryland County,
19074,Specimens collected,8/20/14,Montserrado County,
19075,Specimens pending for testing,8/20/14,Montserrado County,16.0
19076,Total specimens tested,8/20/14,Montserrado County,
19077,Newly reported deaths,8/20/14,Montserrado County,7.0
19078,Total death/s in confirmed cases,8/20/14,Montserrado County,62.0
19079,Total death/s in probable cases,8/20/14,Montserrado County,99.0
19080,Total death/s in suspected cases,8/20/14,Montserrado County,57.0
19081,"Total death/s in confirmed, probable, suspected cases",8/20/14,Montserrado County,218.0
19082,Case Fatality Rate (CFR) - Confirmed & Probable Cases,8/20/14,Montserrado County,
19083,Newly reported contacts,8/20/14,Montserrado County,78.0
19084,Total contacts listed,8/20/14,Montserrado County,1306.0
19085,Currently under follow-up,8/20/14,Montserrado County,718.0
19086,Contacts seen,8/20/14,Montserrado County,675.0
19087,Contacts who completed 21 day follow-up,8/20/14,Montserrado County,4.0
19088,Contacts lost to follow-up,8/20/14,Montserrado County,
19089,New admissions,8/20/14,Montserrado County,
19090,Total no. currently in Treatment Units,8/20/14,Montserrado County,
19091,Total discharges,8/20/14,Montserrado County,
19092,Cumulative admission/isolation,8/20/14,Montserrado County,
19093,Newly Reported Cases in HCW,8/20/14,Montserrado County,
19094,Cumulative cases among HCW,8/20/14,Montserrado County,40.0
19095,Newly Reported deaths in HCW,8/20/14,Montserrado County,
19096,Cumulative deaths among HCW,8/20/14,Montserrado County,21.0
19097,New Case/s (Suspected),8/20/14,Montserrado County,9.0
19098,New Case/s (Probable),8/20/14,Montserrado County,7.0
19099,New case/s (confirmed),8/20/14,Montserrado County,
19100,Total suspected cases,8/20/14,Montserrado County,83.0
19101,Total probable cases,8/20/14,Montserrado County,162.0
19102,Total confirmed cases,8/20/14,Montserrado County,43.0
19103,Total Number of Confirmed Cases of Sierra Leonean Nationality,8/20/14,Montserrado County,
19104,Total Number of Confirmed Cases of Guinean Nationality,8/20/14,Montserrado County,
20907,Specimens collected,8/20/14,National,41.0
20908,Specimens pending for testing,8/20/14,National,99.0
20909,Total specimens tested,8/20/14,National,19.0
20910,Newly reported deaths,8/20/14,National,23.0
20911,Total death/s in confirmed cases,8/20/14,National,216.0
20912,Total death/s in probable cases,8/20/14,National,265.0
20913,Total death/s in suspected cases,8/20/14,National,132.0
20914,"Total death/s in confirmed, probable, suspected cases",8/20/14,National,613.0
20915,Case Fatality Rate (CFR) - Confirmed & Probable Cases,8/20/14,National,
20916,Newly reported contacts,8/20/14,National,196.0
20917,Total contacts listed,8/20/14,National,2643.0
20918,Currently under follow-up,8/20/14,National,1723.0
20919,Contacts seen,8/20/14,National,1536.0
20920,Contacts who completed 21 day follow-up,8/20/14,National,115.0
20921,Contacts lost to follow-up,8/20/14,National,
20922,New admissions,8/20/14,National,15.0
20923,Total no. currently in Treatment Units,8/20/14,National,82.0
20924,Total discharges,8/20/14,National,7.0
20925,Cumulative admission/isolation,8/20/14,National,82.0
20926,Newly Reported Cases in HCW,8/20/14,National,
20927,Cumulative cases among HCW,8/20/14,National,115.0
20928,Newly Reported deaths in HCW,8/20/14,National,3.0
20929,Cumulative deaths among HCW,8/20/14,National,61.0
20930,New Case/s (Suspected),8/20/14,National,20.0
20931,New Case/s (Probable),8/20/14,National,27.0
20932,New case/s (confirmed),8/20/14,National,18.0
20933,Total suspected cases,8/20/14,National,259.0
20934,Total probable cases,8/20/14,National,552.0
20935,Total confirmed cases,8/20/14,National,263.0
20936,Total Number of Confirmed Cases of Sierra Leonean Nationality,8/20/14,National,13.0
20937,Total Number of Confirmed Cases of Guinean Nationality,8/20/14,National,
22740,Specimens collected,8/20/14,Nimba County,1.0
22741,Specimens pending for testing,8/20/14,Nimba County,30.0
22742,Total specimens tested,8/20/14,Nimba County,
22743,Newly reported deaths,8/20/14,Nimba County,3.0
22744,Total death/s in confirmed cases,8/20/14,Nimba County,7.0
22745,Total death/s in probable cases,8/20/14,Nimba County,20.0
22746,Total death/s in suspected cases,8/20/14,Nimba County,6.0
22747,"Total death/s in confirmed, probable, suspected cases",8/20/14,Nimba County,33.0
22748,Case Fatality Rate (CFR) - Confirmed & Probable Cases,8/20/14,Nimba County,
22749,Newly reported contacts,8/20/14,Nimba County,17.0
22750,Total contacts listed,8/20/14,Nimba County,198.0
22751,Currently under follow-up,8/20/14,Nimba County,140.0
22752,Contacts seen,8/20/14,Nimba County,140.0
22753,Contacts who completed 21 day follow-up,8/20/14,Nimba County,68.0
22754,Contacts lost to follow-up,8/20/14,Nimba County,
22755,New admissions,8/20/14,Nimba County,
22756,Total no. currently in Treatment Units,8/20/14,Nimba County,
22757,Total discharges,8/20/14,Nimba County,
22758,Cumulative admission/isolation,8/20/14,Nimba County,
22759,Newly Reported Cases in HCW,8/20/14,Nimba County,
22760,Cumulative cases among HCW,8/20/14,Nimba County,1.0
22761,Newly Reported deaths in HCW,8/20/14,Nimba County,
22762,Cumulative deaths among HCW,8/20/14,Nimba County,
22763,New Case/s (Suspected),8/20/14,Nimba County,
22764,New Case/s (Probable),8/20/14,Nimba County,2.0
22765,New case/s (confirmed),8/20/14,Nimba County,
22766,Total suspected cases,8/20/14,Nimba County,12.0
22767,Total probable cases,8/20/14,Nimba County,37.0
22768,Total confirmed cases,8/20/14,Nimba County,8.0
22769,Total Number of Confirmed Cases of Sierra Leonean Nationality,8/20/14,Nimba County,
22770,Total Number of Confirmed Cases of Guinean Nationality,8/20/14,Nimba County,
24573,Specimens collected,8/20/14,River Gee County,
24574,Specimens pending for testing,8/20/14,River Gee County,
24575,Total specimens tested,8/20/14,River Gee County,
24576,Newly reported deaths,8/20/14,River Gee County,
24577,Total death/s in confirmed cases,8/20/14,River Gee County,
24578,Total death/s in probable cases,8/20/14,River Gee County,
24579,Total death/s in suspected cases,8/20/14,River Gee County,
24580,"Total death/s in confirmed, probable, suspected cases",8/20/14,River Gee County,
24581,Case Fatality Rate (CFR) - Confirmed & Probable Cases,8/20/14,River Gee County,
24582,Newly reported contacts,8/20/14,River Gee County,
24583,Total contacts listed,8/20/14,River Gee County,
24584,Currently under follow-up,8/20/14,River Gee County,
24585,Contacts seen,8/20/14,River Gee County,
24586,Contacts who completed 21 day follow-up,8/20/14,River Gee County,
24587,Contacts lost to follow-up,8/20/14,River Gee County,
24588,New admissions,8/20/14,River Gee County,
24589,Total no. currently in Treatment Units,8/20/14,River Gee County,
